Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device,KM_segments,Churn
3.0,1.0,34.0,DC,Male,3.0,4.0,Regular Plus,2.0,Single,11.0,0.0,18.0,2.0,3.0,148.01,Mobile,0,0
20.0,3.0,14.0,Wallet,Male,3.0,5.0,Regular,4.0,Married,4.0,0.0,15.0,2.0,9.0,1929.0,Mobile,1,0
25.0,1.0,14.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,6.0,0.0,13.0,2.0,1.0,156.23,Mobile,2,0
6.0,1.0,14.0,COD,Male,4.0,4.0,Regular Plus,4.0,Single,8.0,0.0,17.0,2.0,8.0,155.18,Computer,3,0
2.0,1.0,24.0,UPI,Female,3.0,4.0,Super,3.0,Married,8.0,0.0,16.0,1.0,8.0,163.6,Mobile,0,0
2.0,1.0,23.0,CC,Male,3.0,4.0,Regular Plus,3.0,Single,3.0,0.0,15.0,1.0,5.0,146.44,Computer,0,0
4.0,1.0,15.0,DC,Female,2.0,5.0,Regular Plus,2.0,Married,8.0,1.0,14.0,0.0,0.0,127.78,Mobile,2,1
10.0,1.0,27.0,DC,Male,3.0,1.0,Regular Plus,5.0,Married,2.0,1.0,12.0,1.0,7.0,135.64,Mobile,3,0
11.0,1.0,22.0,CC,Male,3.0,4.0,Super,1.0,Married,5.0,0.0,19.0,1.0,8.0,168.85,Mobile,2,0
28.0,1.0,8.0,COD,Male,3.0,4.0,Regular Plus,1.0,Married,9.0,0.0,20.0,1.0,4.0,126.62,Mobile,2,0
13.0,1.0,28.0,UPI,Male,3.0,4.0,Super,1.0,Married,10.0,0.0,15.0,1.0,3.0,171.02,Mobile,2,0
2.0,1.0,37.0,DC,Female,3.0,3.0,Regular Plus,2.0,Married,9.0,0.0,23.0,0.0,7.0,130.14,Mobile,0,0
16.0,3.0,8.0,DC,Male,3.0,3.0,Super,1.0,Married,2.0,0.0,20.0,5.0,7.0,156.75,Computer,2,0
17.0,1.0,34.0,COD,Male,3.0,2.0,Regular Plus,4.0,Married,7.0,0.0,13.0,2.0,3.0,173.76,Mobile,3,0
15.0,1.0,27.0,CC,Female,2.0,3.0,Super,3.0,Married,3.0,0.0,16.0,0.0,2.0,152.65,Computer,2,0
8.0,1.0,12.0,CC,Male,1.0,4.0,Regular Plus,3.0,Single,2.0,0.0,18.0,1.0,4.0,132.59,Mobile,2,0
20.0,3.0,8.0,DC,Female,2.0,1.0,Super Plus,4.0,Married,7.0,0.0,14.0,1.0,2.0,259.72,Mobile,3,0
17.0,1.0,34.0,DC,Male,2.0,3.0,Super Plus,5.0,Divorced,4.0,0.0,13.0,9.0,17.0,263.28,Mobile,1,0
4.0,1.0,32.0,DC,Male,3.0,4.0,Super,1.0,Married,1.0,0.0,22.0,0.0,8.0,158.82,Others,2,0
5.0,1.0,23.0,DC,Male,2.0,3.0,Regular Plus,3.0,Married,9.0,0.0,13.0,0.0,3.0,139.33,Computer,2,0
99.0,1.0,13.0,CC,Male,3.0,4.0,Regular Plus,5.0,Single,4.0,1.0,14.0,2.0,18.0,172.21,Mobile,1,0
3.0,1.0,22.0,CC,Female,3.0,3.0,HNI,3.0,Single,10.0,0.0,15.0,0.0,2.0,202.67,Mobile,0,0
4.0,2.0,16.0,CC,Female,3.0,1.0,Regular Plus,4.0,Single,12.0,0.0,19.0,1.0,2.0,123.09,Mobile,3,0
1.0,1.0,24.0,COD,Male,3.0,4.0,Regular Plus,4.0,Married,2.0,1.0,17.0,1.0,2.0,155.58,Mobile,0,0
16.0,1.0,39.0,DC,Male,4.0,4.0,Super,4.0,Divorced,4.0,0.0,16.0,3.0,9.0,171.34,Mobile,3,0
1.0,1.0,9.0,DC,Male,4.0,2.0,Super,3.0,Married,3.0,0.0,18.0,2.0,8.0,177.06,Computer,0,0
0.0,3.0,13.0,DC,Male,2.0,3.0,Super,3.0,Married,5.0,0.0,18.0,0.0,7.0,152.96,Mobile,0,0
9.0,1.0,18.0,CC,Male,3.0,2.0,Regular Plus,3.0,Divorced,6.0,1.0,14.0,2.0,4.0,149.27,Mobile,2,0
10.0,3.0,15.0,DC,Male,4.0,5.0,Super,5.0,Single,3.0,0.0,16.0,1.0,10.0,200.87,Computer,3,0
0.0,1.0,12.0,DC,Male,3.0,3.0,Regular Plus,1.0,Divorced,10.0,1.0,13.0,2.0,2.0,137.22,Computer,0,1
10.0,1.0,19.0,DC,Female,4.0,4.0,Super,3.0,Married,11.0,1.0,13.0,1.0,2.0,171.63,Mobile,2,0
11.0,1.0,18.0,CC,Female,4.0,4.0,Regular Plus,3.0,Single,6.0,0.0,19.0,2.0,3.0,161.29,Mobile,2,0
0.0,3.0,22.0,DC,Male,2.0,3.0,Super,1.0,Single,2.0,0.0,16.0,1.0,1.0,150.5,Mobile,0,0
11.0,3.0,8.0,DC,Male,2.0,3.0,HNI,4.0,Single,8.0,0.0,16.0,1.0,0.0,173.51,Others,3,0
11.0,1.0,6.0,DC,Male,2.0,3.0,Super,1.0,Married,8.0,0.0,15.0,2.0,9.0,147.35,Computer,2,0
12.0,3.0,26.0,DC,Male,2.0,3.0,Super,1.0,Married,3.0,0.0,18.0,1.0,2.0,141.27,Computer,2,0
4.0,3.0,32.0,Wallet,Male,3.0,5.0,HNI,4.0,Single,4.0,1.0,13.0,1.0,1.0,215.94,Mobile,3,1
8.0,1.0,30.0,DC,Female,2.0,3.0,Super,1.0,Married,4.0,1.0,26.0,0.0,7.0,144.14,Mobile,2,0
6.0,3.0,8.0,CC,Male,4.0,5.0,Regular Plus,4.0,Married,2.0,0.0,15.0,3.0,3.0,147.69,Mobile,3,0
0.0,1.0,9.0,COD,Male,2.0,3.0,Regular Plus,3.0,Single,2.0,0.0,16.0,0.0,5.0,120.58000000000001,Mobile,0,1
1.0,3.0,7.0,Wallet,Male,4.0,4.0,Super,4.0,Married,2.0,1.0,14.0,1.0,5.0,188.49,Computer,0,0
9.0,1.0,11.0,COD,Male,1.0,3.0,Super,4.0,Single,5.0,0.0,12.0,2.0,7.0,151.85,Mobile,3,0
9.0,3.0,18.0,Wallet,Male,3.0,4.0,Super,1.0,Married,3.0,0.0,12.0,2.0,3.0,174.68,Computer,2,0
4.0,1.0,13.0,CC,Female,3.0,1.0,Regular Plus,3.0,Married,13.0,0.0,13.0,1.0,2.0,143.78,Mobile,2,0
4.0,1.0,13.0,CC,Male,4.0,4.0,Regular Plus,4.0,Married,4.0,0.0,14.0,2.0,8.0,168.48,Mobile,3,0
1.0,1.0,15.0,DC,Male,3.0,6.0,Regular Plus,3.0,Married,3.0,0.0,20.0,2.0,3.0,171.21,Computer,0,0
12.0,1.0,15.0,DC,Male,2.0,4.0,Regular,1.0,Single,5.0,0.0,13.0,1.0,3.0,294.31,Others,2,0
0.0,1.0,18.0,DC,Female,3.0,3.0,Regular Plus,2.0,Divorced,2.0,1.0,11.0,1.0,0.0,125.15,Mobile,0,1
7.0,1.0,15.0,CC,Female,3.0,5.0,Regular Plus,4.0,Married,12.0,0.0,23.0,1.0,2.0,154.22,Mobile,3,0
8.0,1.0,14.0,DC,Female,2.0,3.0,Super,3.0,Married,2.0,0.0,12.0,0.0,9.0,141.48,Computer,2,0
1.0,1.0,7.0,DC,Male,3.0,5.0,Super,5.0,Married,7.0,0.0,20.0,3.0,1.0,167.98,Others,0,0
3.0,1.0,22.0,DC,Female,3.0,5.0,Super,3.0,Single,2.0,1.0,13.0,2.0,9.0,166.93,Mobile,0,0
11.0,2.0,20.0,UPI,Male,3.0,3.0,Super,3.0,Married,7.0,0.0,12.0,0.0,2.0,165.77,Computer,2,0
1.0,1.0,18.0,CC,Male,4.0,5.0,Regular Plus,3.0,Married,5.0,1.0,14.0,2.0,3.0,169.89,Mobile,0,1
21.0,3.0,8.0,Wallet,Male,2.0,2.0,Super,4.0,Divorced,4.0,0.0,12.0,2.0,2.0,165.25,Mobile,3,0
3.0,1.0,11.0,DC,Male,2.0,4.0,HNI,3.0,Single,5.0,0.0,23.0,4.0,8.0,189.74,Computer,1,0
27.0,1.0,12.0,CC,Female,3.0,5.0,Super Plus,3.0,Married,7.0,1.0,22.0,2.0,3.0,257.65,Computer,1,0
28.0,1.0,27.0,DC,Female,3.0,4.0,Super,3.0,Single,5.0,0.0,13.0,1.0,4.0,173.69,Computer,0,0
0.0,1.0,17.0,UPI,Female,3.0,1.0,Super,3.0,Married,1.0,0.0,18.0,0.0,3.0,140.11,Computer,0,0
4.0,1.0,17.0,COD,Female,3.0,5.0,Super,1.0,Married,3.0,0.0,15.0,6.0,8.0,178.27,Mobile,2,0
11.0,3.0,19.0,CC,Male,4.0,4.0,HNI,4.0,Married,7.0,0.0,15.0,7.0,8.0,220.34,Computer,1,0
19.0,1.0,30.0,CC,Female,2.0,3.0,Super,3.0,Married,4.0,0.0,14.0,0.0,8.0,148.1,Mobile,2,0
3.0,1.0,35.0,DC,Female,4.0,4.0,Regular Plus,1.0,Married,6.0,0.0,23.0,2.0,8.0,150.14,Mobile,0,0
5.0,1.0,7.0,CC,Male,3.0,6.0,Super,3.0,Divorced,2.0,0.0,13.0,2.0,5.0,168.45,Computer,2,0
28.0,1.0,30.0,COD,Female,3.0,4.0,HNI,3.0,Married,100.0,0.0,14.0,1.0,9.0,236.39,Mobile,1,0
9.0,3.0,21.0,CC,Male,3.0,4.0,HNI,2.0,Single,3.0,0.0,18.0,0.0,7.0,202.19,Mobile,2,1
28.0,1.0,18.0,CC,Female,3.0,4.0,Super Plus,1.0,Married,5.0,0.0,21.0,2.0,13.0,285.32,Computer,1,0
18.0,3.0,35.0,CC,Female,3.0,2.0,Super Plus,2.0,Divorced,5.0,1.0,19.0,2.0,12.0,258.2,Mobile,2,0
9.0,1.0,13.0,COD,Male,3.0,3.0,Regular Plus,5.0,Single,4.0,0.0,22.0,0.0,4.0,133.02,Computer,3,1
30.0,3.0,14.0,CC,Male,2.0,3.0,Super Plus,4.0,Married,5.0,0.0,22.0,10.0,14.0,4.0,Computer,1,0
10.0,3.0,22.0,CC,Male,4.0,4.0,HNI,1.0,Single,5.0,0.0,17.0,4.0,8.0,225.19,Others,1,1
0.0,1.0,31.0,CC,Male,2.0,4.0,Regular Plus,4.0,Single,5.0,1.0,20.0,1.0,2.0,123.13,Mobile,0,1
2.0,1.0,8.0,DC,Female,3.0,6.0,Super,1.0,Married,2.0,0.0,12.0,8.0,3.0,191.74,Computer,1,0
9.0,3.0,9.0,Wallet,Female,4.0,6.0,Regular,4.0,Single,4.0,1.0,17.0,2.0,12.0,313.24,Mobile,1,1
10.0,3.0,10.0,Wallet,Male,2.0,3.0,Regular Plus,1.0,Married,5.0,0.0,17.0,3.0,8.0,127.93,Computer,2,0
5.0,1.0,7.0,DC,Male,3.0,6.0,Super,5.0,Married,5.0,0.0,22.0,2.0,8.0,175.03,Computer,3,0
4.0,3.0,11.0,COD,Male,2.0,3.0,Super,3.0,Married,2.0,0.0,19.0,0.0,2.0,183.46,Mobile,2,0
29.0,1.0,7.0,DC,Male,2.0,3.0,Super,3.0,Married,2.0,0.0,21.0,0.0,9.0,163.06,Computer,0,0
12.0,3.0,14.0,CC,Female,3.0,3.0,Super,5.0,Married,3.0,1.0,25.0,1.0,8.0,181.05,Mobile,3,0
12.0,1.0,10.0,CC,Female,2.0,3.0,Super,3.0,Single,1.0,0.0,13.0,3.0,8.0,165.25,Computer,2,0
8.0,1.0,33.0,UPI,Male,2.0,4.0,Super,2.0,Single,9.0,0.0,15.0,0.0,2.0,143.81,Mobile,2,0
6.0,1.0,29.0,CC,Male,3.0,3.0,Regular Plus,3.0,Married,12.0,1.0,14.0,3.0,3.0,165.25,Computer,2,1
24.0,1.0,14.0,CC,Female,3.0,3.0,Super Plus,4.0,Single,6.0,0.0,18.0,1.0,0.0,244.33999999999997,Mobile,3,0
0.0,1.0,15.0,DC,Male,2.0,3.0,Regular Plus,5.0,Single,2.0,0.0,25.0,0.0,0.0,125.52000000000001,Mobile,0,0
1.0,3.0,13.0,Wallet,Female,2.0,3.0,Super,4.0,Married,6.0,1.0,20.0,6.0,5.0,148.79,Mobile,0,0
18.0,1.0,14.0,CC,Male,3.0,3.0,Regular,5.0,Married,9.0,1.0,14.0,1.0,4.0,305.59,Mobile,1,1
0.0,1.0,16.0,DC,Male,2.0,3.0,HNI,5.0,Married,2.0,0.0,21.0,1.0,7.0,187.93,Computer,0,0
6.0,1.0,26.0,CC,Female,3.0,4.0,Super,1.0,Married,7.0,0.0,19.0,1.0,3.0,192.67,Computer,2,0
12.0,1.0,10.0,CC,Female,3.0,3.0,Regular Plus,3.0,Married,11.0,0.0,16.0,0.0,2.0,123.32,Mobile,2,0
0.0,3.0,12.0,DC,Male,2.0,4.0,HNI,1.0,Married,4.0,1.0,13.0,3.0,7.0,208.25,Mobile,0,1
4.0,3.0,8.0,DC,Female,2.0,3.0,HNI,3.0,Married,2.0,1.0,19.0,3.0,6.0,198.52,Computer,1,0
11.0,1.0,17.0,DC,Female,3.0,4.0,Regular Plus,5.0,Married,2.0,1.0,14.0,4.0,4.0,165.25,Mobile,3,0
13.0,1.0,17.0,CC,Male,4.0,4.0,HNI,3.0,Single,9.0,0.0,22.0,3.0,3.0,259.64,Mobile,1,0
9.0,1.0,12.0,DC,Female,3.0,4.0,Super,2.0,Divorced,6.0,0.0,14.0,3.0,3.0,168.89,Mobile,2,0
21.0,1.0,19.0,DC,Male,3.0,4.0,Regular,4.0,Married,8.0,0.0,13.0,3.0,9.0,297.65,Mobile,1,0
11.0,1.0,6.0,DC,Female,2.0,3.0,HNI,3.0,Single,5.0,1.0,14.0,0.0,0.0,178.61,Mobile,2,0
16.0,3.0,17.0,Wallet,Male,3.0,4.0,Super,4.0,Married,5.0,0.0,12.0,3.0,3.0,165.25,Mobile,3,0
18.0,2.0,17.0,DC,Female,2.0,5.0,HNI,3.0,Married,8.0,0.0,21.0,1.0,3.0,202.56,Mobile,2,0
99.0,1.0,36.0,COD,Male,4.0,5.0,HNI,4.0,Divorced,7.0,0.0,19.0,4.0,9.0,238.02999999999997,Mobile,1,0
14.0,1.0,13.0,CC,Female,2.0,3.0,Super,3.0,Single,7.0,0.0,14.0,2.0,1.0,150.03,Mobile,2,0
19.0,3.0,19.0,Wallet,Male,4.0,4.0,HNI,5.0,Married,8.0,1.0,14.0,2.0,3.0,236.61,Mobile,3,0
4.0,1.0,29.0,CC,Female,4.0,4.0,HNI,5.0,Married,5.0,1.0,25.0,2.0,9.0,244.16000000000003,Mobile,3,0
1.0,3.0,26.0,Wallet,Male,3.0,5.0,Regular Plus,3.0,Divorced,3.0,1.0,19.0,1.0,1.0,149.13,Mobile,0,1
6.0,1.0,16.0,CC,Female,2.0,4.0,Regular Plus,4.0,Divorced,7.0,0.0,23.0,0.0,1.0,130.22,Mobile,3,0
5.0,3.0,9.0,DC,Male,3.0,4.0,Regular Plus,3.0,Married,2.0,0.0,20.0,2.0,3.0,155.67,Mobile,2,0
9.0,1.0,12.0,DC,Male,3.0,5.0,HNI,4.0,Married,5.0,0.0,20.0,3.0,5.0,1807.0,Mobile,1,0
10.0,1.0,12.0,DC,Male,4.0,4.0,Super,4.0,Single,10.0,0.0,17.0,3.0,8.0,184.14,Mobile,3,0
0.0,3.0,41.0,CC,Male,3.0,5.0,Super,5.0,Single,11.0,0.0,18.0,1.0,2.0,152.69,Computer,0,1
4.0,3.0,11.0,DC,Female,3.0,3.0,Super,1.0,Married,2.0,0.0,11.0,0.0,2.0,154.76,Mobile,2,0
11.0,3.0,16.0,DC,Male,3.0,6.0,Super Plus,3.0,Married,9.0,0.0,12.0,2.0,11.0,254.36,Computer,1,1
12.0,1.0,16.0,DC,Male,4.0,4.0,Regular Plus,1.0,Married,4.0,0.0,20.0,1.0,4.0,172.71,Mobile,2,0
7.0,1.0,12.0,DC,Female,2.0,4.0,Regular Plus,4.0,Married,9.0,0.0,19.0,1.0,2.0,132.94,Mobile,3,0
5.0,1.0,9.0,DC,Male,4.0,4.0,Regular Plus,3.0,Married,3.0,0.0,15.0,2.0,4.0,165.25,Mobile,2,0
2.0,3.0,11.0,CC,Female,2.0,3.0,HNI,2.0,Divorced,5.0,0.0,14.0,4.0,1.0,184.18,Computer,0,0
0.0,3.0,15.0,Wallet,Male,2.0,3.0,Super,1.0,Single,2.0,0.0,14.0,1.0,7.0,141.05,Mobile,0,0
1.0,1.0,17.0,CC,Female,4.0,5.0,Regular Plus,4.0,Single,3.0,1.0,26.0,1.0,1.0,143.59,Computer,0,1
31.0,1.0,22.0,DC,Male,3.0,4.0,Super Plus,3.0,Married,4.0,1.0,15.0,2.0,3.0,282.87,Computer,2,0
10.0,1.0,18.0,DC,Female,4.0,4.0,Super,4.0,Married,10.0,0.0,15.0,2.0,3.0,176.31,Computer,3,0
0.0,1.0,26.0,DC,Male,3.0,3.0,Super,3.0,Single,1.0,0.0,14.0,1.0,2.0,122.72,Mobile,0,0
0.0,3.0,34.0,CC,Female,2.0,4.0,Super,3.0,Married,5.0,0.0,23.0,4.0,8.0,142.4,Mobile,0,0
17.0,1.0,19.0,DC,Female,3.0,4.0,HNI,5.0,Married,11.0,0.0,19.0,2.0,1.0,227.85,Mobile,3,0
4.0,1.0,13.0,CC,Female,2.0,3.0,HNI,1.0,Single,2.0,1.0,14.0,4.0,10.0,171.43,Mobile,2,0
29.0,1.0,29.0,DC,Male,3.0,3.0,Super Plus,4.0,Divorced,5.0,1.0,12.0,11.0,9.0,234.01999999999998,Mobile,1,0
0.0,1.0,37.0,CC,Male,2.0,4.0,Regular Plus,4.0,Single,5.0,1.0,22.0,0.0,2.0,124.13,Mobile,0,1
11.0,1.0,13.0,UPI,Female,3.0,4.0,Super,4.0,Single,9.0,0.0,18.0,2.0,2.0,166.07,Mobile,3,0
0.0,1.0,13.0,CC,Male,2.0,3.0,Regular,4.0,Married,5.0,0.0,12.0,0.0,4.0,142.16,Mobile,0,0
10.0,1.0,29.0,CC,Female,4.0,4.0,Regular Plus,2.0,Single,6.0,0.0,14.0,2.0,8.0,152.53,Mobile,2,0
15.0,1.0,16.0,DC,Male,3.0,6.0,HNI,2.0,Single,4.0,0.0,16.0,1.0,4.0,231.5,Computer,2,1
16.0,1.0,31.0,CC,Male,3.0,4.0,HNI,5.0,Married,3.0,1.0,22.0,6.0,9.0,199.06,Mobile,1,0
10.0,3.0,12.0,DC,Female,3.0,4.0,Super,1.0,Single,8.0,0.0,16.0,4.0,8.0,171.02,Mobile,2,0
16.0,1.0,36.0,CC,Female,3.0,4.0,HNI,5.0,Divorced,5.0,1.0,20.0,1.0,1.0,257.91,Others,3,0
3.0,3.0,18.0,COD,Male,3.0,4.0,Super,1.0,Married,7.0,0.0,16.0,1.0,1.0,145.86,Mobile,0,1
99.0,3.0,8.0,UPI,Male,2.0,3.0,Super,5.0,Single,8.0,0.0,13.0,1.0,3.0,153.32,Computer,3,0
11.0,2.0,9.0,UPI,Male,2.0,3.0,Regular Plus,4.0,Married,4.0,1.0,13.0,1.0,2.0,134.91,Computer,3,0
0.0,3.0,15.0,Wallet,Female,2.0,5.0,Regular Plus,3.0,Married,4.0,0.0,17.0,0.0,0.0,125.50999999999999,Computer,0,1
8.0,3.0,9.0,Wallet,Female,4.0,4.0,Regular Plus,3.0,Divorced,8.0,0.0,19.0,2.0,3.0,147.31,Computer,2,0
18.0,1.0,15.0,UPI,Female,2.0,4.0,Super,1.0,Married,5.0,0.0,20.0,2.0,9.0,163.7,Mobile,2,0
24.0,3.0,25.0,DC,Female,2.0,3.0,Super,2.0,Divorced,7.0,0.0,13.0,0.0,7.0,151.36,Mobile,2,0
11.0,1.0,11.0,DC,Female,4.0,4.0,Super,4.0,Married,12.0,0.0,13.0,5.0,4.0,193.47,Mobile,1,0
5.0,3.0,12.0,Wallet,Female,3.0,4.0,Regular Plus,4.0,Married,3.0,0.0,12.0,1.0,3.0,152.89,Computer,3,0
8.0,3.0,16.0,Wallet,Female,4.0,4.0,Regular Plus,3.0,Married,9.0,0.0,19.0,1.0,3.0,151.31,Computer,2,0
14.0,3.0,21.0,DC,Male,2.0,3.0,Super,1.0,Single,9.0,0.0,14.0,0.0,10.0,167.3,Computer,2,0
9.0,3.0,16.0,Wallet,Female,4.0,4.0,Regular Plus,1.0,Married,7.0,0.0,14.0,3.0,3.0,147.14,Mobile,2,0
7.0,1.0,42.0,CC,Male,2.0,3.0,Super,3.0,Divorced,5.0,0.0,15.0,0.0,7.0,160.29,Mobile,2,0
8.0,1.0,13.0,DC,Male,3.0,4.0,Regular Plus,1.0,Married,2.0,0.0,18.0,1.0,1.0,126.9,Mobile,2,0
1.0,1.0,10.0,CC,Male,2.0,3.0,Super,4.0,Married,7.0,0.0,11.0,0.0,4.0,154.55,Mobile,0,1
5.0,1.0,15.0,DC,Female,3.0,6.0,Regular Plus,1.0,Married,7.0,1.0,16.0,1.0,1.0,153.78,Mobile,2,1
0.0,1.0,10.0,COD,Male,2.0,4.0,Regular Plus,1.0,Married,2.0,1.0,15.0,4.0,6.0,136.91,Mobile,0,1
15.0,1.0,12.0,CC,Male,3.0,2.0,Regular Plus,3.0,Married,4.0,1.0,13.0,1.0,4.0,146.27,Mobile,2,0
4.0,1.0,17.0,CC,Male,3.0,5.0,Regular Plus,4.0,Married,4.0,0.0,13.0,2.0,2.0,146.41,Mobile,3,0
16.0,1.0,17.0,DC,Male,1.0,3.0,HNI,3.0,Married,5.0,0.0,17.0,1.0,9.0,175.1,Mobile,2,0
0.0,1.0,12.0,DC,Female,2.0,4.0,Super,4.0,Married,5.0,0.0,21.0,1.0,4.0,164.97,Others,0,0
13.0,1.0,16.0,DC,Male,4.0,4.0,Super,4.0,Single,22.0,0.0,16.0,2.0,4.0,192.82,Computer,3,0
18.0,1.0,14.0,UPI,Male,3.0,3.0,Super,1.0,Married,10.0,0.0,14.0,8.0,8.0,136.97,Mobile,1,0
10.0,1.0,16.0,CC,Male,4.0,5.0,HNI,1.0,Single,3.0,0.0,17.0,4.0,8.0,221.19,Mobile,1,1
1.0,3.0,12.0,Wallet,Male,4.0,4.0,Regular Plus,4.0,Single,3.0,1.0,15.0,2.0,1.0,143.78,Computer,0,1
12.0,1.0,13.0,CC,Male,3.0,4.0,Super,3.0,Married,1.0,0.0,16.0,0.0,7.0,135.69,Mobile,2,0
19.0,1.0,16.0,DC,Male,3.0,4.0,Super,4.0,Married,7.0,0.0,13.0,2.0,9.0,174.47,Computer,3,0
19.0,3.0,14.0,Wallet,Female,2.0,3.0,Regular,5.0,Single,4.0,0.0,13.0,2.0,1.0,296.47,Mobile,3,0
12.0,3.0,8.0,DC,Male,2.0,1.0,HNI,3.0,Single,1.0,0.0,18.0,1.0,7.0,178.8,Mobile,2,0
8.0,3.0,18.0,DC,Male,4.0,4.0,HNI,1.0,Married,6.0,1.0,16.0,1.0,1.0,229.13,Mobile,2,0
9.0,3.0,25.0,CC,Male,4.0,4.0,Super,5.0,Married,2.0,0.0,17.0,1.0,5.0,25.0,Mobile,3,0
24.0,1.0,9.0,DC,Male,4.0,4.0,Super Plus,5.0,Married,3.0,0.0,12.0,14.0,8.0,304.24,Computer,1,0
19.0,1.0,10.0,DC,Male,2.0,3.0,Super Plus,3.0,Married,10.0,0.0,14.0,1.0,1.0,281.61,Mobile,2,0
12.0,1.0,14.0,DC,Male,3.0,2.0,Regular Plus,3.0,Married,3.0,0.0,12.0,1.0,4.0,151.1,Computer,2,0
13.0,3.0,16.0,Wallet,Male,3.0,4.0,HNI,4.0,Married,3.0,0.0,12.0,1.0,0.0,197.05,Mobile,3,0
1.0,1.0,8.0,COD,Male,4.0,5.0,Regular Plus,5.0,Single,8.0,0.0,14.0,2.0,8.0,148.62,Mobile,0,1
14.0,1.0,25.0,DC,Male,2.0,3.0,Regular Plus,1.0,Married,8.0,1.0,12.0,1.0,0.0,147.66,Mobile,2,0
5.0,1.0,6.0,DC,Male,3.0,3.0,Regular Plus,2.0,Married,1.0,0.0,12.0,0.0,2.0,123.13999999999999,Computer,2,0
0.0,1.0,13.0,CC,Male,3.0,3.0,Regular Plus,1.0,Single,2.0,0.0,20.0,5.0,7.0,125.69999999999999,Computer,0,0
5.0,3.0,14.0,COD,Female,3.0,4.0,Super,4.0,Married,2.0,1.0,11.0,11.0,9.0,152.28,Mobile,1,0
14.0,3.0,23.0,COD,Female,3.0,5.0,Super,4.0,Married,9.0,0.0,15.0,2.0,4.0,197.52,Mobile,3,0
0.0,1.0,15.0,DC,Male,2.0,4.0,Regular Plus,4.0,Married,2.0,0.0,11.0,0.0,0.0,126.94,Computer,0,0
14.0,1.0,19.0,DC,Male,4.0,4.0,Super,1.0,Married,5.0,1.0,21.0,2.0,3.0,171.69,Others,2,0
24.0,1.0,9.0,COD,Female,2.0,3.0,HNI,3.0,Married,3.0,0.0,11.0,2.0,2.0,231.16000000000003,Mobile,1,0
1.0,3.0,27.0,DC,Female,4.0,6.0,Super,3.0,Divorced,5.0,1.0,12.0,2.0,3.0,170.59,Mobile,0,1
21.0,3.0,12.0,Wallet,Female,2.0,3.0,Super,2.0,Divorced,5.0,0.0,14.0,4.0,7.0,145.51,Mobile,2,0
9.0,3.0,21.0,DC,Female,3.0,3.0,HNI,4.0,Married,9.0,0.0,22.0,1.0,7.0,175.14,Mobile,3,1
2.0,3.0,12.0,Wallet,Female,3.0,4.0,Super,4.0,Divorced,6.0,1.0,21.0,8.0,6.0,172.79,Mobile,1,0
1.0,1.0,40.0,CC,Male,4.0,4.0,Super,5.0,Married,6.0,0.0,16.0,2.0,3.0,164.07,Mobile,0,0
1.0,1.0,18.0,DC,Male,4.0,4.0,Regular Plus,5.0,Married,2.0,0.0,15.0,2.0,5.0,145.99,Mobile,0,0
28.0,1.0,8.0,CC,Female,2.0,5.0,Regular,3.0,Divorced,5.0,0.0,14.0,5.0,11.0,291.87,Mobile,1,0
28.0,1.0,13.0,COD,Male,3.0,4.0,Regular Plus,1.0,Married,9.0,0.0,21.0,1.0,4.0,130.62,Mobile,2,0
21.0,1.0,9.0,UPI,Female,3.0,4.0,Super Plus,1.0,Married,3.0,1.0,12.0,4.0,1.0,292.52,Mobile,1,0
10.0,1.0,37.0,DC,Male,4.0,4.0,Super,3.0,Married,12.0,0.0,17.0,2.0,3.0,185.47,Mobile,2,0
13.0,1.0,18.0,CC,Female,3.0,4.0,Super,3.0,Single,6.0,0.0,16.0,4.0,9.0,181.42,Computer,1,0
26.0,3.0,8.0,Wallet,Female,2.0,4.0,HNI,4.0,Divorced,3.0,0.0,12.0,0.0,12.0,175.25,Computer,3,0
99.0,1.0,31.0,DC,Female,3.0,4.0,Super,4.0,Married,9.0,0.0,16.0,2.0,9.0,181.74,Computer,3,0
14.0,1.0,15.0,DC,Male,2.0,1.0,Super,4.0,Single,7.0,0.0,12.0,1.0,2.0,171.7,Mobile,3,0
0.0,3.0,11.0,DC,Female,2.0,5.0,Regular,3.0,Single,5.0,0.0,14.0,0.0,0.0,117.59,Computer,0,1
10.0,1.0,15.0,DC,Male,3.0,4.0,Super,1.0,Married,7.0,0.0,16.0,1.0,0.0,157.63,Computer,2,0
13.0,3.0,40.0,Wallet,Male,2.0,4.0,HNI,5.0,Married,7.0,1.0,14.0,0.0,0.0,214.54000000000002,Mobile,3,1
99.0,3.0,7.0,DC,Male,4.0,4.0,Super,3.0,Married,9.0,0.0,13.0,2.0,2.0,192.28,Computer,1,1
17.0,3.0,9.0,Wallet,Female,3.0,3.0,Super,5.0,Married,10.0,1.0,21.0,1.0,3.0,156.54,Mobile,3,0
7.0,2.0,13.0,UPI,Male,3.0,4.0,Regular Plus,3.0,Divorced,7.0,0.0,16.0,1.0,5.0,165.25,Mobile,2,0
